customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,_quality_score,_original_index,_cleaned_at
1059.0,29.0,male,scarf,accessories,33.0,new_mexico,l,violet,summer,3.1,False,credit_card,next_day_air,True,True,49.0,bank_transfer,every_3_months,1.0,1058,2026-04-25 09:50:22.623131
1060.0,22.0,male,jacket,outerwear,34.0,north_carolina,m,beige,winter,2.5,False,venmo,standard,True,True,25.0,debit_card,monthly,1.0,1059,2026-04-25 09:50:22.623131
1061.0,27.0,male,sweater,clothing,35.0,iowa,s,gray,summer,2.6,False,paypal,next_day_air,True,True,21.0,debit_card,every_3_months,1.0,1060,2026-04-25 09:50:22.623131
1062.0,36.0,male,coat,outerwear,62.0,idaho,m,gray,summer,4.4,False,debit_card,free_shipping,True,True,12.0,venmo,every_3_months,1.0,1061,2026-04-25 09:50:22.623131
1063.0,59.0,male,boots,footwear,75.0,ohio,m,brown,fall,2.6,False,venmo,next_day_air,True,True,21.0,debit_card,every_3_months,1.0,1062,2026-04-25 09:50:22.623131
1064.0,62.0,male,hoodie,clothing,29.0,alabama,s,indigo,summer,3.3,False,bank_transfer,free_shipping,True,True,35.0,cash,monthly,1.0,1063,2026-04-25 09:50:22.623131
1065.0,34.0,male,hat,accessories,28.0,wyoming,m,violet,spring,3.5,False,debit_card,express,True,True,42.0,credit_card,every_3_months,1.0,1064,2026-04-25 09:50:22.623131
1066.0,59.0,male,t-shirt,clothing,20.0,alabama,xl,blue,spring,4.1,False,cash,store_pickup,True,True,3.0,paypal,every_3_months,1.0,1065,2026-04-25 09:50:22.623131
1067.0,49.0,male,coat,outerwear,96.0,mississippi,m,red,winter,4.0,False,credit_card,store_pickup,True,True,11.0,paypal,bi-weekly,1.0,1066,2026-04-25 09:50:22.623131
1068.0,18.0,male,dress,clothing,43.0,pennsylvania,s,peach,summer,2.7,False,venmo,2-day_shipping,True,True,22.0,paypal,quarterly,1.0,1067,2026-04-25 09:50:22.623131
1069.0,55.0,male,shirt,clothing,94.0,wyoming,m,olive,fall,2.5,False,bank_transfer,standard,True,True,47.0,credit_card,weekly,1.0,1068,2026-04-25 09:50:22.623131
1070.0,38.0,male,skirt,clothing,81.0,maryland,xl,white,fall,4.3,False,credit_card,next_day_air,True,True,33.0,venmo,every_3_months,1.0,1069,2026-04-25 09:50:22.623131
1071.0,50.0,male,jewelry,accessories,75.0,north_carolina,m,magenta,summer,3.3,False,venmo,free_shipping,True,True,50.0,debit_card,weekly,1.0,1070,2026-04-25 09:50:22.623131
1072.0,61.0,male,hat,accessories,81.0,pennsylvania,m,beige,summer,2.6,False,cash,express,True,True,46.0,credit_card,monthly,1.0,1071,2026-04-25 09:50:22.623131
1073.0,48.0,male,shorts,clothing,92.0,idaho,l,gold,fall,3.5,False,bank_transfer,express,True,True,34.0,debit_card,fortnightly,1.0,1072,2026-04-25 09:50:22.623131
1074.0,22.0,male,scarf,accessories,96.0,california,xl,purple,spring,4.0,False,cash,store_pickup,True,True,33.0,credit_card,monthly,1.0,1073,2026-04-25 09:50:22.623131
1075.0,48.0,male,jewelry,accessories,71.0,tennessee,s,white,fall,2.6,False,paypal,standard,True,True,45.0,bank_transfer,fortnightly,1.0,1074,2026-04-25 09:50:22.623131
1076.0,57.0,male,sunglasses,accessories,50.0,missouri,l,indigo,summer,4.9,False,debit_card,next_day_air,True,True,32.0,debit_card,bi-weekly,1.0,1075,2026-04-25 09:50:22.623131
1077.0,33.0,male,coat,outerwear,72.0,north_dakota,l,charcoal,spring,2.9,False,bank_transfer,standard,True,True,47.0,venmo,bi-weekly,1.0,1076,2026-04-25 09:50:22.623131
1078.0,58.0,male,jacket,outerwear,28.0,west_virginia,m,pink,winter,3.7,False,cash,standard,True,True,5.0,paypal,quarterly,1.0,1077,2026-04-25 09:50:22.623131
1079.0,37.0,male,sweater,clothing,59.0,arizona,m,silver,fall,4.4,False,cash,express,True,True,49.0,credit_card,fortnightly,1.0,1078,2026-04-25 09:50:22.623131
1080.0,18.0,male,coat,outerwear,33.0,oklahoma,s,blue,summer,4.4,False,bank_transfer,free_shipping,True,True,48.0,bank_transfer,monthly,1.0,1079,2026-04-25 09:50:22.623131
1081.0,65.0,male,scarf,accessories,59.0,pennsylvania,l,blue,fall,3.8,False,bank_transfer,express,True,True,22.0,cash,every_3_months,1.0,1080,2026-04-25 09:50:22.623131
1082.0,62.0,male,belt,accessories,30.0,idaho,xl,brown,spring,4.5,False,cash,standard,True,True,45.0,credit_card,annually,1.0,1081,2026-04-25 09:50:22.623131
1083.0,54.0,male,hat,accessories,85.0,south_carolina,xl,cyan,winter,2.6,False,paypal,next_day_air,True,True,30.0,venmo,quarterly,1.0,1082,2026-04-25 09:50:22.623131
1084.0,35.0,male,backpack,accessories,97.0,washington,l,teal,summer,3.3,False,credit_card,store_pickup,True,True,43.0,cash,weekly,1.0,1083,2026-04-25 09:50:22.623131
1085.0,34.0,male,t-shirt,clothing,36.0,arkansas,s,purple,fall,4.1,False,credit_card,next_day_air,True,True,48.0,cash,quarterly,1.0,1084,2026-04-25 09:50:22.623131
1086.0,25.0,male,jewelry,accessories,85.0,utah,m,turquoise,winter,3.0,False,paypal,store_pickup,True,True,23.0,venmo,fortnightly,1.0,1085,2026-04-25 09:50:22.623131
1087.0,53.0,male,sunglasses,accessories,62.0,alaska,m,olive,winter,3.0,False,paypal,free_shipping,True,True,27.0,paypal,bi-weekly,1.0,1086,2026-04-25 09:50:22.623131
1088.0,45.0,male,jeans,clothing,71.0,west_virginia,s,white,winter,3.4,False,paypal,next_day_air,True,True,7.0,bank_transfer,monthly,1.0,1087,2026-04-25 09:50:22.623131
1089.0,49.0,male,pants,clothing,21.0,louisiana,m,turquoise,winter,2.7,False,bank_transfer,free_shipping,True,True,2.0,paypal,weekly,1.0,1088,2026-04-25 09:50:22.623131
1090.0,40.0,male,backpack,accessories,61.0,arizona,m,silver,spring,3.8,False,debit_card,next_day_air,True,True,33.0,paypal,bi-weekly,1.0,1089,2026-04-25 09:50:22.623131
1091.0,38.0,male,scarf,accessories,58.0,connecticut,m,violet,spring,4.2,False,bank_transfer,store_pickup,True,True,27.0,cash,fortnightly,1.0,1090,2026-04-25 09:50:22.623131
1092.0,44.0,male,sweater,clothing,80.0,north_carolina,l,lavender,spring,4.7,False,cash,store_pickup,True,True,6.0,credit_card,fortnightly,1.0,1091,2026-04-25 09:50:22.623131
1093.0,68.0,male,jewelry,accessories,50.0,south_dakota,l,magenta,spring,4.1,False,credit_card,2-day_shipping,True,True,20.0,venmo,quarterly,1.0,1092,2026-04-25 09:50:22.623131
1094.0,60.0,male,sneakers,footwear,48.0,delaware,s,indigo,winter,4.2,False,paypal,2-day_shipping,True,True,46.0,venmo,every_3_months,1.0,1093,2026-04-25 09:50:22.623131
1095.0,25.0,male,jewelry,accessories,40.0,connecticut,m,black,winter,4.8,False,credit_card,next_day_air,True,True,25.0,cash,quarterly,1.0,1094,2026-04-25 09:50:22.623131
1096.0,19.0,male,coat,outerwear,34.0,tennessee,s,peach,summer,3.0,False,debit_card,free_shipping,True,True,30.0,bank_transfer,quarterly,1.0,1095,2026-04-25 09:50:22.623131
1097.0,57.0,male,coat,outerwear,46.0,new_hampshire,s,beige,fall,2.6,False,credit_card,standard,True,True,48.0,credit_card,annually,1.0,1096,2026-04-25 09:50:22.623131
1098.0,58.0,male,sunglasses,accessories,27.0,vermont,m,black,summer,3.2,False,venmo,store_pickup,True,True,47.0,bank_transfer,weekly,1.0,1097,2026-04-25 09:50:22.623131
1099.0,49.0,male,handbag,accessories,98.0,idaho,s,turquoise,spring,3.6,False,paypal,next_day_air,True,True,27.0,credit_card,weekly,1.0,1098,2026-04-25 09:50:22.623131
1100.0,19.0,male,sweater,clothing,73.0,north_carolina,m,peach,fall,2.6,False,cash,next_day_air,True,True,45.0,bank_transfer,fortnightly,1.0,1099,2026-04-25 09:50:22.623131
1101.0,50.0,male,pants,clothing,28.0,nevada,l,gold,spring,4.4,False,debit_card,express,True,True,2.0,credit_card,weekly,1.0,1100,2026-04-25 09:50:22.623131
1102.0,30.0,male,gloves,accessories,76.0,delaware,xl,silver,fall,3.0,False,cash,free_shipping,True,True,39.0,cash,fortnightly,1.0,1101,2026-04-25 09:50:22.623131
1103.0,52.0,male,sweater,clothing,83.0,texas,m,peach,fall,2.9,False,credit_card,express,True,True,24.0,cash,fortnightly,1.0,1102,2026-04-25 09:50:22.623131
1104.0,35.0,male,hoodie,clothing,23.0,tennessee,s,charcoal,spring,4.3,False,debit_card,free_shipping,True,True,8.0,debit_card,bi-weekly,1.0,1103,2026-04-25 09:50:22.623131
1105.0,35.0,male,hat,accessories,28.0,delaware,m,beige,fall,3.1,False,bank_transfer,express,True,True,8.0,bank_transfer,quarterly,1.0,1104,2026-04-25 09:50:22.623131
1106.0,33.0,male,t-shirt,clothing,83.0,massachusetts,s,olive,spring,3.0,False,credit_card,next_day_air,True,True,6.0,venmo,every_3_months,1.0,1105,2026-04-25 09:50:22.623131
1107.0,52.0,male,skirt,clothing,96.0,minnesota,l,violet,winter,3.6,False,credit_card,store_pickup,True,True,12.0,venmo,fortnightly,1.0,1106,2026-04-25 09:50:22.623131
1108.0,69.0,male,sneakers,footwear,62.0,texas,m,peach,fall,2.8,False,venmo,store_pickup,True,True,26.0,bank_transfer,weekly,1.0,1107,2026-04-25 09:50:22.623131
1109.0,27.0,male,shorts,clothing,25.0,nebraska,m,teal,fall,2.8,False,venmo,standard,True,True,50.0,cash,fortnightly,1.0,1108,2026-04-25 09:50:22.623131
1110.0,66.0,male,hoodie,clothing,97.0,oklahoma,l,violet,winter,4.9,False,debit_card,next_day_air,True,True,2.0,venmo,weekly,1.0,1109,2026-04-25 09:50:22.623131
1111.0,28.0,male,hoodie,clothing,61.0,texas,l,cyan,fall,3.0,False,debit_card,standard,True,True,31.0,cash,bi-weekly,1.0,1110,2026-04-25 09:50:22.623131
1112.0,22.0,male,shoes,footwear,66.0,new_york,s,olive,summer,4.1,False,bank_transfer,next_day_air,True,True,4.0,credit_card,bi-weekly,1.0,1111,2026-04-25 09:50:22.623131
1113.0,69.0,male,hoodie,clothing,67.0,washington,xl,pink,spring,4.6,False,credit_card,free_shipping,True,True,32.0,paypal,quarterly,1.0,1112,2026-04-25 09:50:22.623131
1114.0,28.0,male,sunglasses,accessories,80.0,maryland,m,purple,summer,4.8,False,cash,next_day_air,True,True,11.0,paypal,bi-weekly,1.0,1113,2026-04-25 09:50:22.623131
1115.0,55.0,male,skirt,clothing,25.0,new_hampshire,l,violet,fall,2.6,False,cash,next_day_air,True,True,47.0,bank_transfer,every_3_months,1.0,1114,2026-04-25 09:50:22.623131
1116.0,30.0,male,hat,accessories,58.0,new_york,s,peach,fall,4.0,False,bank_transfer,2-day_shipping,True,True,37.0,cash,weekly,1.0,1115,2026-04-25 09:50:22.623131
1117.0,67.0,male,backpack,accessories,96.0,hawaii,m,charcoal,winter,4.2,False,venmo,express,True,True,39.0,paypal,fortnightly,1.0,1116,2026-04-25 09:50:22.623131
1118.0,25.0,male,sunglasses,accessories,77.0,california,l,lavender,spring,4.5,False,paypal,store_pickup,True,True,24.0,credit_card,monthly,1.0,1117,2026-04-25 09:50:22.623131
1119.0,49.0,male,belt,accessories,65.0,indiana,m,purple,summer,4.9,False,debit_card,standard,True,True,11.0,paypal,every_3_months,1.0,1118,2026-04-25 09:50:22.623131
1120.0,34.0,male,jewelry,accessories,36.0,louisiana,m,indigo,spring,3.1,False,venmo,standard,True,True,36.0,credit_card,weekly,1.0,1119,2026-04-25 09:50:22.623131
1121.0,22.0,male,sneakers,footwear,84.0,pennsylvania,m,magenta,winter,4.0,False,venmo,next_day_air,True,True,40.0,debit_card,monthly,1.0,1120,2026-04-25 09:50:22.623131
1122.0,63.0,male,t-shirt,clothing,58.0,florida,xl,peach,fall,3.2,False,cash,express,True,True,25.0,cash,quarterly,1.0,1121,2026-04-25 09:50:22.623131
1123.0,70.0,male,handbag,accessories,62.0,north_carolina,s,charcoal,spring,4.3,False,paypal,2-day_shipping,True,True,12.0,credit_card,annually,1.0,1122,2026-04-25 09:50:22.623131
1124.0,36.0,male,hat,accessories,67.0,massachusetts,s,purple,fall,2.5,False,debit_card,store_pickup,True,True,38.0,cash,monthly,1.0,1123,2026-04-25 09:50:22.623131
1125.0,42.0,male,sweater,clothing,20.0,iowa,m,orange,spring,4.9,False,debit_card,express,True,True,40.0,cash,quarterly,1.0,1124,2026-04-25 09:50:22.623131
1126.0,27.0,male,sandals,footwear,90.0,north_dakota,m,lavender,summer,2.7,False,debit_card,2-day_shipping,True,True,10.0,bank_transfer,weekly,1.0,1125,2026-04-25 09:50:22.623131
1127.0,23.0,male,scarf,accessories,58.0,iowa,l,beige,winter,3.4,False,venmo,standard,True,True,47.0,venmo,fortnightly,1.0,1126,2026-04-25 09:50:22.623131
1128.0,50.0,male,shirt,clothing,53.0,delaware,xl,maroon,spring,4.8,False,venmo,store_pickup,True,True,22.0,debit_card,monthly,1.0,1127,2026-04-25 09:50:22.623131
1129.0,56.0,male,gloves,accessories,30.0,new_york,l,charcoal,winter,4.7,False,paypal,next_day_air,True,True,35.0,debit_card,monthly,1.0,1128,2026-04-25 09:50:22.623131
1130.0,37.0,male,hoodie,clothing,65.0,new_hampshire,xl,white,winter,4.7,False,credit_card,express,True,True,46.0,venmo,fortnightly,1.0,1129,2026-04-25 09:50:22.623131
1131.0,67.0,male,jewelry,accessories,41.0,kentucky,m,lavender,summer,3.9,False,cash,standard,True,True,30.0,paypal,bi-weekly,1.0,1130,2026-04-25 09:50:22.623131
1132.0,67.0,male,shirt,clothing,73.0,illinois,m,black,spring,3.7,False,credit_card,express,True,True,20.0,bank_transfer,monthly,1.0,1131,2026-04-25 09:50:22.623131
1133.0,50.0,male,hoodie,clothing,98.0,north_carolina,s,teal,spring,4.3,False,paypal,store_pickup,True,True,25.0,cash,fortnightly,1.0,1132,2026-04-25 09:50:22.623131
1134.0,36.0,male,shoes,footwear,36.0,connecticut,xl,magenta,winter,4.1,False,paypal,2-day_shipping,True,True,29.0,cash,weekly,1.0,1133,2026-04-25 09:50:22.623131
1135.0,62.0,male,t-shirt,clothing,81.0,wisconsin,m,brown,summer,4.6,False,bank_transfer,express,True,True,2.0,venmo,every_3_months,1.0,1134,2026-04-25 09:50:22.623131
1136.0,65.0,male,skirt,clothing,90.0,massachusetts,l,peach,winter,3.6,False,paypal,2-day_shipping,True,True,32.0,bank_transfer,quarterly,1.0,1135,2026-04-25 09:50:22.623131
1137.0,23.0,male,handbag,accessories,83.0,illinois,s,cyan,summer,4.8,False,debit_card,free_shipping,True,True,37.0,cash,monthly,1.0,1136,2026-04-25 09:50:22.623131
1138.0,46.0,male,shirt,clothing,91.0,new_mexico,xl,pink,winter,2.8,False,credit_card,2-day_shipping,True,True,16.0,bank_transfer,every_3_months,1.0,1137,2026-04-25 09:50:22.623131
1139.0,18.0,male,pants,clothing,36.0,iowa,m,purple,summer,4.7,False,venmo,express,True,True,32.0,venmo,fortnightly,1.0,1138,2026-04-25 09:50:22.623131
1140.0,58.0,male,coat,outerwear,53.0,alabama,l,purple,spring,3.9,False,paypal,standard,True,True,42.0,debit_card,bi-weekly,1.0,1139,2026-04-25 09:50:22.623131
1141.0,31.0,male,jeans,clothing,39.0,maryland,m,white,winter,2.6,False,cash,store_pickup,True,True,6.0,credit_card,every_3_months,1.0,1140,2026-04-25 09:50:22.623131
1142.0,39.0,male,gloves,accessories,33.0,ohio,s,silver,winter,4.7,False,debit_card,next_day_air,True,True,23.0,paypal,fortnightly,1.0,1141,2026-04-25 09:50:22.623131
1143.0,69.0,male,t-shirt,clothing,76.0,ohio,l,green,spring,3.5,False,cash,store_pickup,True,True,27.0,venmo,bi-weekly,1.0,1142,2026-04-25 09:50:22.623131
1144.0,68.0,male,boots,footwear,23.0,nevada,l,teal,winter,4.4,False,cash,standard,True,True,43.0,paypal,quarterly,1.0,1143,2026-04-25 09:50:22.623131
1145.0,41.0,male,jeans,clothing,54.0,south_carolina,s,indigo,fall,4.4,False,paypal,2-day_shipping,True,True,25.0,bank_transfer,fortnightly,1.0,1144,2026-04-25 09:50:22.623131
1146.0,31.0,male,sneakers,footwear,89.0,nevada,l,pink,summer,3.0,False,venmo,express,True,True,30.0,cash,every_3_months,1.0,1145,2026-04-25 09:50:22.623131
1147.0,48.0,male,sneakers,footwear,38.0,wisconsin,m,indigo,summer,4.2,False,debit_card,standard,True,True,7.0,bank_transfer,every_3_months,1.0,1146,2026-04-25 09:50:22.623131
1148.0,59.0,male,hat,accessories,36.0,tennessee,xl,red,winter,4.3,False,paypal,next_day_air,True,True,17.0,debit_card,annually,1.0,1147,2026-04-25 09:50:22.623131
1149.0,34.0,male,pants,clothing,66.0,florida,m,violet,spring,2.6,False,bank_transfer,store_pickup,True,True,10.0,paypal,fortnightly,1.0,1148,2026-04-25 09:50:22.623131
1150.0,21.0,male,jewelry,accessories,42.0,georgia,l,cyan,spring,3.3,False,cash,store_pickup,True,True,40.0,venmo,annually,1.0,1149,2026-04-25 09:50:22.623131
1151.0,29.0,male,jewelry,accessories,36.0,kentucky,s,red,winter,2.7,False,debit_card,next_day_air,True,True,50.0,venmo,bi-weekly,1.0,1150,2026-04-25 09:50:22.623131
1152.0,41.0,male,blouse,clothing,86.0,ohio,m,gray,spring,4.2,False,bank_transfer,express,True,True,24.0,credit_card,weekly,1.0,1151,2026-04-25 09:50:22.623131
1153.0,62.0,male,handbag,accessories,49.0,connecticut,m,gold,fall,4.0,False,cash,standard,True,True,8.0,paypal,every_3_months,1.0,1152,2026-04-25 09:50:22.623131
1154.0,27.0,male,shirt,clothing,41.0,idaho,m,pink,summer,4.0,False,paypal,free_shipping,True,True,6.0,bank_transfer,quarterly,1.0,1153,2026-04-25 09:50:22.623131
1155.0,49.0,male,dress,clothing,82.0,georgia,l,cyan,spring,2.9,False,venmo,2-day_shipping,True,True,44.0,credit_card,bi-weekly,1.0,1154,2026-04-25 09:50:22.623131
1156.0,67.0,male,t-shirt,clothing,53.0,tennessee,s,red,fall,2.6,False,debit_card,express,True,True,47.0,paypal,quarterly,1.0,1155,2026-04-25 09:50:22.623131
1157.0,20.0,male,shoes,footwear,21.0,hawaii,m,gold,summer,4.8,False,paypal,express,True,True,6.0,venmo,every_3_months,1.0,1156,2026-04-25 09:50:22.623131
1158.0,37.0,male,belt,accessories,66.0,maryland,m,charcoal,fall,4.4,False,credit_card,standard,True,True,11.0,cash,quarterly,1.0,1157,2026-04-25 09:50:22.623131
1159.0,69.0,male,belt,accessories,89.0,nevada,l,orange,summer,4.0,False,venmo,2-day_shipping,True,True,41.0,bank_transfer,annually,1.0,1158,2026-04-25 09:50:22.623131
1160.0,66.0,male,handbag,accessories,55.0,new_hampshire,l,blue,fall,3.6,False,debit_card,2-day_shipping,True,True,46.0,venmo,every_3_months,1.0,1159,2026-04-25 09:50:22.623131
1161.0,37.0,male,scarf,accessories,42.0,north_dakota,s,blue,summer,3.2,False,cash,next_day_air,True,True,9.0,venmo,bi-weekly,1.0,1160,2026-04-25 09:50:22.623131
1162.0,63.0,male,shorts,clothing,52.0,oklahoma,s,orange,fall,3.1,False,bank_transfer,2-day_shipping,True,True,37.0,paypal,monthly,1.0,1161,2026-04-25 09:50:22.623131
1163.0,47.0,male,sandals,footwear,92.0,north_carolina,m,blue,winter,4.2,False,venmo,express,True,True,13.0,paypal,weekly,1.0,1162,2026-04-25 09:50:22.623131
1164.0,26.0,male,pants,clothing,56.0,tennessee,l,white,summer,3.0,False,credit_card,2-day_shipping,True,True,24.0,debit_card,monthly,1.0,1163,2026-04-25 09:50:22.623131
1165.0,68.0,male,dress,clothing,96.0,montana,m,green,winter,4.2,False,credit_card,standard,True,True,47.0,paypal,quarterly,1.0,1164,2026-04-25 09:50:22.623131
1166.0,51.0,male,t-shirt,clothing,64.0,wisconsin,m,silver,winter,2.9,False,cash,next_day_air,True,True,21.0,venmo,every_3_months,1.0,1165,2026-04-25 09:50:22.623131
1167.0,48.0,male,dress,clothing,48.0,connecticut,s,lavender,winter,3.7,False,cash,store_pickup,True,True,22.0,venmo,fortnightly,1.0,1166,2026-04-25 09:50:22.623131
1168.0,60.0,male,socks,clothing,83.0,new_jersey,xl,beige,summer,3.6,False,paypal,free_shipping,True,True,16.0,paypal,quarterly,1.0,1167,2026-04-25 09:50:22.623131
1169.0,68.0,male,scarf,accessories,91.0,mississippi,l,violet,summer,3.6,False,paypal,standard,True,True,37.0,debit_card,fortnightly,1.0,1168,2026-04-25 09:50:22.623131
1170.0,25.0,male,backpack,accessories,94.0,wyoming,s,gray,fall,4.5,False,venmo,2-day_shipping,True,True,3.0,cash,annually,1.0,1169,2026-04-25 09:50:22.623131
1171.0,57.0,male,skirt,clothing,62.0,illinois,s,red,spring,3.2,False,bank_transfer,express,True,True,33.0,cash,bi-weekly,1.0,1170,2026-04-25 09:50:22.623131
1172.0,41.0,male,socks,clothing,55.0,louisiana,m,lavender,spring,3.9,False,bank_transfer,next_day_air,True,True,15.0,debit_card,annually,1.0,1171,2026-04-25 09:50:22.623131
1173.0,59.0,male,coat,outerwear,68.0,oregon,l,peach,spring,4.6,False,credit_card,store_pickup,True,True,42.0,bank_transfer,bi-weekly,1.0,1172,2026-04-25 09:50:22.623131
1174.0,44.0,male,jewelry,accessories,76.0,south_dakota,m,indigo,winter,2.5,False,credit_card,express,True,True,42.0,cash,bi-weekly,1.0,1173,2026-04-25 09:50:22.623131
1175.0,42.0,male,backpack,accessories,31.0,michigan,m,black,winter,4.3,False,cash,express,True,True,19.0,bank_transfer,bi-weekly,1.0,1174,2026-04-25 09:50:22.623131
1176.0,35.0,male,belt,accessories,81.0,new_jersey,m,beige,spring,4.1,False,credit_card,store_pickup,True,True,26.0,paypal,quarterly,1.0,1175,2026-04-25 09:50:22.623131
1177.0,36.0,male,dress,clothing,83.0,oregon,m,red,winter,4.6,False,credit_card,free_shipping,True,True,39.0,paypal,quarterly,1.0,1176,2026-04-25 09:50:22.623131
1178.0,54.0,male,skirt,clothing,21.0,iowa,m,black,spring,4.8,False,cash,standard,True,True,24.0,debit_card,monthly,1.0,1177,2026-04-25 09:50:22.623131
1179.0,37.0,male,dress,clothing,22.0,south_carolina,m,teal,spring,4.9,False,credit_card,express,True,True,23.0,debit_card,annually,1.0,1178,2026-04-25 09:50:22.623131
1180.0,20.0,male,t-shirt,clothing,33.0,indiana,m,blue,summer,2.8,False,debit_card,free_shipping,True,True,44.0,bank_transfer,annually,1.0,1179,2026-04-25 09:50:22.623131
1181.0,23.0,male,skirt,clothing,23.0,oregon,s,beige,spring,4.9,False,cash,standard,True,True,34.0,cash,monthly,1.0,1180,2026-04-25 09:50:22.623131
1182.0,61.0,male,shorts,clothing,96.0,new_york,l,teal,summer,3.5,False,cash,free_shipping,True,True,43.0,bank_transfer,quarterly,1.0,1181,2026-04-25 09:50:22.623131
1183.0,37.0,male,jewelry,accessories,21.0,new_mexico,m,maroon,spring,3.8,False,debit_card,express,True,True,45.0,paypal,quarterly,1.0,1182,2026-04-25 09:50:22.623131
1184.0,23.0,male,pants,clothing,39.0,louisiana,m,yellow,spring,4.5,False,paypal,2-day_shipping,True,True,4.0,credit_card,weekly,1.0,1183,2026-04-25 09:50:22.623131
1185.0,63.0,male,belt,accessories,73.0,south_carolina,s,indigo,fall,3.4,False,bank_transfer,express,True,True,19.0,credit_card,annually,1.0,1184,2026-04-25 09:50:22.623131
1186.0,47.0,male,jeans,clothing,64.0,maine,m,magenta,spring,3.9,False,debit_card,standard,True,True,29.0,credit_card,monthly,1.0,1185,2026-04-25 09:50:22.623131
1187.0,63.0,male,jeans,clothing,68.0,indiana,m,beige,summer,4.1,False,cash,2-day_shipping,True,True,27.0,credit_card,annually,1.0,1186,2026-04-25 09:50:22.623131
1188.0,56.0,male,hat,accessories,89.0,iowa,l,maroon,fall,3.0,False,cash,express,True,True,37.0,credit_card,every_3_months,1.0,1187,2026-04-25 09:50:22.623131
1189.0,68.0,male,blouse,clothing,29.0,mississippi,m,magenta,summer,3.3,False,credit_card,next_day_air,True,True,11.0,credit_card,weekly,1.0,1188,2026-04-25 09:50:22.623131
1190.0,64.0,male,shirt,clothing,97.0,arkansas,xl,teal,summer,4.9,False,venmo,free_shipping,True,True,28.0,debit_card,annually,1.0,1189,2026-04-25 09:50:22.623131
1191.0,62.0,male,shirt,clothing,45.0,south_carolina,m,orange,winter,4.3,False,bank_transfer,next_day_air,True,True,31.0,credit_card,weekly,1.0,1190,2026-04-25 09:50:22.623131
1192.0,34.0,male,t-shirt,clothing,70.0,indiana,l,charcoal,winter,4.1,False,debit_card,free_shipping,True,True,50.0,venmo,quarterly,1.0,1191,2026-04-25 09:50:22.623131
1193.0,49.0,male,coat,outerwear,56.0,florida,m,turquoise,summer,4.0,False,paypal,2-day_shipping,True,True,42.0,venmo,quarterly,1.0,1192,2026-04-25 09:50:22.623131
1194.0,40.0,male,jacket,outerwear,55.0,alaska,l,pink,fall,5.0,False,venmo,2-day_shipping,True,True,18.0,credit_card,fortnightly,1.0,1193,2026-04-25 09:50:22.623131
1195.0,50.0,male,hoodie,clothing,46.0,new_york,s,teal,winter,3.1,False,debit_card,2-day_shipping,True,True,6.0,credit_card,fortnightly,1.0,1194,2026-04-25 09:50:22.623131
1196.0,25.0,male,scarf,accessories,95.0,texas,m,white,winter,4.0,False,cash,2-day_shipping,True,True,33.0,venmo,monthly,1.0,1195,2026-04-25 09:50:22.623131
1197.0,30.0,male,belt,accessories,88.0,north_dakota,m,maroon,winter,3.2,False,paypal,2-day_shipping,True,True,13.0,bank_transfer,bi-weekly,1.0,1196,2026-04-25 09:50:22.623131
1198.0,54.0,male,sneakers,footwear,92.0,vermont,l,violet,fall,3.9,False,debit_card,standard,True,True,26.0,paypal,annually,1.0,1197,2026-04-25 09:50:22.623131
1199.0,40.0,male,socks,clothing,49.0,new_jersey,m,brown,summer,3.9,False,bank_transfer,2-day_shipping,True,True,17.0,cash,annually,1.0,1198,2026-04-25 09:50:22.623131
1200.0,49.0,male,sandals,footwear,89.0,maryland,m,indigo,fall,4.5,False,credit_card,free_shipping,True,True,3.0,debit_card,weekly,1.0,1199,2026-04-25 09:50:22.623131
1201.0,27.0,male,coat,outerwear,22.0,connecticut,xl,black,winter,4.4,False,bank_transfer,store_pickup,True,True,7.0,paypal,weekly,1.0,1200,2026-04-25 09:50:22.623131
1202.0,27.0,male,shoes,footwear,61.0,illinois,xl,black,summer,3.1,False,cash,2-day_shipping,True,True,46.0,venmo,fortnightly,1.0,1201,2026-04-25 09:50:22.623131
1203.0,48.0,male,scarf,accessories,29.0,maryland,s,olive,spring,2.9,False,bank_transfer,standard,True,True,14.0,venmo,every_3_months,1.0,1202,2026-04-25 09:50:22.623131
1204.0,40.0,male,sneakers,footwear,82.0,minnesota,m,orange,winter,3.7,False,bank_transfer,free_shipping,True,True,23.0,bank_transfer,annually,1.0,1203,2026-04-25 09:50:22.623131
1205.0,67.0,male,belt,accessories,94.0,florida,m,pink,spring,3.2,False,bank_transfer,2-day_shipping,True,True,20.0,credit_card,every_3_months,1.0,1204,2026-04-25 09:50:22.623131
1206.0,52.0,male,handbag,accessories,99.0,california,m,olive,spring,3.5,False,credit_card,standard,True,True,38.0,bank_transfer,fortnightly,1.0,1205,2026-04-25 09:50:22.623131
1207.0,22.0,male,handbag,accessories,59.0,mississippi,s,cyan,fall,3.0,False,cash,free_shipping,True,True,16.0,venmo,every_3_months,1.0,1206,2026-04-25 09:50:22.623131
